19950101
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
-99.0,-99.0
